timestamp,dataset,architecture,selection_time_seconds,sh_time_seconds,final_train_time_seconds,inference_time_seconds,total_time_seconds,best_val_metric,final_test_metric,best_params,metric,ea_population,ea_generations,top_k,winner_sh_epochs,final_extra_epochs
2026-05-12 21:25:30,avito-user-clicks,resnet,1.91280198097229,8.838885068893433,16.355722427368164,0.4265158176422119,27.5339252948761,0.5987848992960211,0.6679989728174086,"[64, 256, 128, 256]",roc_auc,48,12,6,4,196
2026-05-12 21:25:49,event-user-attendance,resnet,1.5609006881713867,7.197999954223633,4.538878917694092,0.03404808044433594,13.331827640533447,0.26692697405815125,0.24316565692424774,"[64, 256, 128, 256]",mae,44,11,8,4,196
2026-05-12 21:26:06,event-user-repeat,resnet,1.7437434196472168,6.851838111877441,3.7504947185516357,0.005803346633911133,12.351879596710205,0.6760869565217391,0.7768716577540106,"[256, 256, 64, 256]",roc_auc,44,11,8,4,196
2026-05-12 21:27:22,hm-item-sales,resnet,1.4093053340911865,10.696022748947144,55.48587203025818,1.221933126449585,68.8131332397461,0.12306280434131622,0.04970875382423401,"[256, 256, 128, 256]",mae,32,8,3,1,199
2026-05-12 21:27:58,ratebeer-beer-positive,resnet,1.804208755493164,7.592239856719971,20.72991418838501,0.08608627319335938,30.212449073791504,0.23491667211055756,0.17943397164344788,"[256, 128, 256, 128]",mae,36,9,5,4,196
2026-05-12 21:28:21,ratebeer-user-active,resnet,2.4341650009155273,6.824702501296997,7.8831751346588135,0.036057472229003906,17.178100109100342,0.8963356450740249,0.9369617444304024,"[128, 256, 64, 256]",roc_auc,44,11,8,4,196
2026-05-12 21:28:49,trial-site-success,resnet,1.6222965717315674,10.626982927322388,9.914417743682861,0.33535194396972656,22.499049186706543,0.4623439311981201,0.4465582072734833,"[256, 128, 64, 256]",mae,52,13,6,4,196
2026-05-12 21:29:14,trial-study-outcome,resnet,3.035109043121338,7.371368408203125,9.219377040863037,0.017214536666870117,19.64306902885437,0.6553035887401213,0.7067790248568281,"[32, 256, 64, 256]",roc_auc,56,14,9,4,196
